YET629_02_w1L488nm-L561nm_sequence-10000.tif,11
YET629_02_w1L488nm-L561nm_sequence-10001.tif,11
YET629_02_w1L488nm-L561nm_sequence-10002.tif,11
YET629_02_w1L488nm-L561nm_sequence-10003.tif,11
YET629_02_w1L488nm-L561nm_sequence-10004.tif,11
YET629_02_w1L488nm-L561nm_sequence-10005.tif,11
YET629_02_w1L488nm-L561nm_sequence-10006.tif,10
YET629_02_w1L488nm-L561nm_sequence-10007.tif,10
YET629_02_w1L488nm-L561nm_sequence-10008.tif,11
YET629_02_w1L488nm-L561nm_sequence-10009.tif,12
YET629_02_w1L488nm-L561nm_sequence-10010.tif,12
YET629_02_w1L488nm-L561nm_sequence-10011.tif,11
YET629_02_w1L488nm-L561nm_sequence-10012.tif,11
YET629_02_w1L488nm-L561nm_sequence-10013.tif,11
YET629_02_w1L488nm-L561nm_sequence-10014.tif,11
YET629_02_w1L488nm-L561nm_sequence-10015.tif,11
YET629_02_w1L488nm-L561nm_sequence-10016.tif,11
YET629_02_w1L488nm-L561nm_sequence-10017.tif,11
YET629_02_w1L488nm-L561nm_sequence-10018.tif,10
YET629_02_w1L488nm-L561nm_sequence-10019.tif,11
YET629_02_w1L488nm-L561nm_sequence-10020.tif,11
YET629_02_w1L488nm-L561nm_sequence-10021.tif,10
YET629_02_w1L488nm-L561nm_sequence-10022.tif,11
YET629_02_w1L488nm-L561nm_sequence-10023.tif,11
YET629_02_w1L488nm-L561nm_sequence-10024.tif,11
YET629_02_w1L488nm-L561nm_sequence-10025.tif,11
YET629_02_w1L488nm-L561nm_sequence-10026.tif,11
YET629_02_w1L488nm-L561nm_sequence-10027.tif,11
YET629_02_w1L488nm-L561nm_sequence-10028.tif,11
YET629_02_w1L488nm-L561nm_sequence-10029.tif,9
YET629_02_w1L488nm-L561nm_sequence-10030.tif,11
YET629_02_w1L488nm-L561nm_sequence-10031.tif,10
YET629_02_w1L488nm-L561nm_sequence-10032.tif,11
YET629_02_w1L488nm-L561nm_sequence-10033.tif,11
YET629_02_w1L488nm-L561nm_sequence-10034.tif,11
YET629_02_w1L488nm-L561nm_sequence-10035.tif,11
YET629_02_w1L488nm-L561nm_sequence-10036.tif,12
YET629_02_w1L488nm-L561nm_sequence-10037.tif,11
YET629_02_w1L488nm-L561nm_sequence-10038.tif,13
YET629_02_w1L488nm-L561nm_sequence-10039.tif,12
YET629_02_w1L488nm-L561nm_sequence-10040.tif,11
YET629_02_w1L488nm-L561nm_sequence-10041.tif,11
YET629_02_w1L488nm-L561nm_sequence-10042.tif,11
YET629_02_w1L488nm-L561nm_sequence-10043.tif,10
YET629_02_w1L488nm-L561nm_sequence-10044.tif,11
YET629_02_w1L488nm-L561nm_sequence-10045.tif,12
YET629_02_w1L488nm-L561nm_sequence-10046.tif,11
YET629_02_w1L488nm-L561nm_sequence-10047.tif,11
YET629_02_w1L488nm-L561nm_sequence-10048.tif,12
YET629_02_w1L488nm-L561nm_sequence-10049.tif,12
YET629_02_w1L488nm-L561nm_sequence-10050.tif,12
YET629_02_w1L488nm-L561nm_sequence-10051.tif,12
YET629_02_w1L488nm-L561nm_sequence-10052.tif,12
YET629_02_w1L488nm-L561nm_sequence-10053.tif,13
YET629_02_w1L488nm-L561nm_sequence-10054.tif,12
YET629_02_w1L488nm-L561nm_sequence-10055.tif,11
YET629_02_w1L488nm-L561nm_sequence-10056.tif,13
YET629_02_w1L488nm-L561nm_sequence-10057.tif,12
YET629_02_w1L488nm-L561nm_sequence-10058.tif,12
YET629_02_w1L488nm-L561nm_sequence-10059.tif,11
YET629_02_w1L488nm-L561nm_sequence-10060.tif,10
YET629_02_w1L488nm-L561nm_sequence-10061.tif,12
YET629_02_w1L488nm-L561nm_sequence-10062.tif,12
YET629_02_w1L488nm-L561nm_sequence-10063.tif,12
YET629_02_w1L488nm-L561nm_sequence-10064.tif,11
YET629_02_w1L488nm-L561nm_sequence-10065.tif,11
YET629_02_w1L488nm-L561nm_sequence-10066.tif,12
YET629_02_w1L488nm-L561nm_sequence-10067.tif,11
YET629_02_w1L488nm-L561nm_sequence-10068.tif,11
YET629_02_w1L488nm-L561nm_sequence-10069.tif,12
YET629_02_w1L488nm-L561nm_sequence-10070.tif,10
YET629_02_w1L488nm-L561nm_sequence-10071.tif,11
YET629_02_w1L488nm-L561nm_sequence-10072.tif,11
YET629_02_w1L488nm-L561nm_sequence-10073.tif,11
YET629_02_w1L488nm-L561nm_sequence-10074.tif,12
YET629_02_w1L488nm-L561nm_sequence-10075.tif,12
YET629_02_w1L488nm-L561nm_sequence-10076.tif,12
YET629_02_w1L488nm-L561nm_sequence-10077.tif,12
YET629_02_w1L488nm-L561nm_sequence-10078.tif,11
YET629_02_w1L488nm-L561nm_sequence-10079.tif,11
YET629_02_w1L488nm-L561nm_sequence-10080.tif,11
YET629_02_w1L488nm-L561nm_sequence-10081.tif,12
YET629_02_w1L488nm-L561nm_sequence-10082.tif,12
YET629_02_w1L488nm-L561nm_sequence-10083.tif,12
YET629_02_w1L488nm-L561nm_sequence-10084.tif,11
YET629_02_w1L488nm-L561nm_sequence-10085.tif,13
YET629_02_w1L488nm-L561nm_sequence-10086.tif,13
YET629_02_w1L488nm-L561nm_sequence-10087.tif,11
YET629_02_w1L488nm-L561nm_sequence-10088.tif,12
YET629_02_w1L488nm-L561nm_sequence-10089.tif,12
YET629_02_w1L488nm-L561nm_sequence-10090.tif,12
YET629_02_w1L488nm-L561nm_sequence-10091.tif,12
YET629_02_w1L488nm-L561nm_sequence-10092.tif,10
YET629_02_w1L488nm-L561nm_sequence-10093.tif,12
YET629_02_w1L488nm-L561nm_sequence-10094.tif,12
YET629_02_w1L488nm-L561nm_sequence-10095.tif,11
YET629_02_w1L488nm-L561nm_sequence-10096.tif,11
YET629_02_w1L488nm-L561nm_sequence-10097.tif,12
YET629_02_w1L488nm-L561nm_sequence-10098.tif,11
YET629_02_w1L488nm-L561nm_sequence-10099.tif,11
YET629_02_w1L488nm-L561nm_sequence-10100.tif,11
YET629_02_w1L488nm-L561nm_sequence-10101.tif,12
YET629_02_w1L488nm-L561nm_sequence-10102.tif,12
YET629_02_w1L488nm-L561nm_sequence-10103.tif,11
YET629_02_w1L488nm-L561nm_sequence-10104.tif,12
YET629_02_w1L488nm-L561nm_sequence-10105.tif,12
YET629_02_w1L488nm-L561nm_sequence-10106.tif,11
YET629_02_w1L488nm-L561nm_sequence-10107.tif,12
YET629_02_w1L488nm-L561nm_sequence-10108.tif,12
YET629_02_w1L488nm-L561nm_sequence-10109.tif,12
YET629_02_w1L488nm-L561nm_sequence-10110.tif,11
YET629_02_w1L488nm-L561nm_sequence-10111.tif,12
YET629_02_w1L488nm-L561nm_sequence-10112.tif,12
YET629_02_w1L488nm-L561nm_sequence-10113.tif,11
YET629_02_w1L488nm-L561nm_sequence-10114.tif,11
YET629_02_w1L488nm-L561nm_sequence-10115.tif,12
YET629_02_w1L488nm-L561nm_sequence-10116.tif,13
YET629_02_w1L488nm-L561nm_sequence-10117.tif,11
YET629_02_w1L488nm-L561nm_sequence-10118.tif,12
YET629_02_w1L488nm-L561nm_sequence-10119.tif,12
YET629_02_w1L488nm-L561nm_sequence-10120.tif,12
YET629_02_w1L488nm-L561nm_sequence-10121.tif,12
YET629_02_w1L488nm-L561nm_sequence-10122.tif,12
YET629_02_w1L488nm-L561nm_sequence-10123.tif,12
YET629_02_w1L488nm-L561nm_sequence-10124.tif,11
YET629_02_w1L488nm-L561nm_sequence-10125.tif,13
YET629_02_w1L488nm-L561nm_sequence-10126.tif,13
YET629_02_w1L488nm-L561nm_sequence-10127.tif,12
YET629_02_w1L488nm-L561nm_sequence-10128.tif,12
YET629_02_w1L488nm-L561nm_sequence-10129.tif,12
YET629_02_w1L488nm-L561nm_sequence-10130.tif,11
YET629_02_w1L488nm-L561nm_sequence-10131.tif,11
YET629_02_w1L488nm-L561nm_sequence-10132.tif,11
YET629_02_w1L488nm-L561nm_sequence-10133.tif,12
YET629_02_w1L488nm-L561nm_sequence-10134.tif,12
YET629_02_w1L488nm-L561nm_sequence-10135.tif,11
YET629_02_w1L488nm-L561nm_sequence-10136.tif,12
YET629_02_w1L488nm-L561nm_sequence-10137.tif,13
YET629_02_w1L488nm-L561nm_sequence-10138.tif,12
YET629_02_w1L488nm-L561nm_sequence-10139.tif,12
YET629_02_w1L488nm-L561nm_sequence-10140.tif,13
